id	label1	label2
posSynth700	1	1
negSynth700	0	0
posSynth701	1	1
negSynth701	0	0
posSynth702	1	1
negSynth702	0	0
posSynth703	1	1
negSynth703	0	0
posSynth704	1	1
negSynth704	0	0
posSynth705	1	1
negSynth705	0	0
posSynth706	1	1
negSynth706	0	0
posSynth707	1	1
negSynth707	0	0
posSynth708	1	1
negSynth708	0	0
posSynth709	1	1
negSynth709	0	0
posSynth710	1	1
negSynth710	0	0
posSynth711	1	1
negSynth711	0	0
posSynth712	1	1
negSynth712	0	0
posSynth713	1	1
negSynth713	0	0
posSynth714	1	1
negSynth714	0	0
posSynth715	1	1
negSynth715	0	0
posSynth716	1	1
negSynth716	0	0
posSynth717	1	1
negSynth717	0	0
posSynth718	1	1
negSynth718	0	0
posSynth719	1	1
negSynth719	0	0
posSynth720	1	1
negSynth720	0	0
posSynth721	1	1
negSynth721	0	0
posSynth722	1	1
negSynth722	0	0
posSynth723	1	1
negSynth723	0	0
posSynth724	1	1
negSynth724	0	0
posSynth725	1	1
negSynth725	0	0
posSynth726	1	1
negSynth726	0	0
posSynth727	1	1
negSynth727	0	0
posSynth728	1	1
negSynth728	0	0
posSynth729	1	1
negSynth729	0	0
posSynth730	1	1
negSynth730	0	0
posSynth731	1	1
negSynth731	0	0
posSynth732	1	1
negSynth732	0	0
posSynth733	1	1
negSynth733	0	0
posSynth734	1	1
negSynth734	0	0
posSynth735	1	1
negSynth735	0	0
posSynth736	1	1
negSynth736	0	0
posSynth737	1	1
negSynth737	0	0
posSynth738	1	1
negSynth738	0	0
posSynth739	1	1
negSynth739	0	0
posSynth740	1	1
negSynth740	0	0
posSynth741	1	1
negSynth741	0	0
posSynth742	1	1
negSynth742	0	0
posSynth743	1	1
negSynth743	0	0
posSynth744	1	1
negSynth744	0	0
posSynth745	1	1
negSynth745	0	0
posSynth746	1	1
negSynth746	0	0
posSynth747	1	1
negSynth747	0	0
posSynth748	1	1
negSynth748	0	0
posSynth749	1	1
negSynth749	0	0
posSynth750	1	1
negSynth750	0	0
posSynth751	1	1
negSynth751	0	0
posSynth752	1	1
negSynth752	0	0
posSynth753	1	1
negSynth753	0	0
posSynth754	1	1
negSynth754	0	0
posSynth755	1	1
negSynth755	0	0
posSynth756	1	1
negSynth756	0	0
posSynth757	1	1
negSynth757	0	0
posSynth758	1	1
negSynth758	0	0
posSynth759	1	1
negSynth759	0	0
posSynth760	1	1
negSynth760	0	0
posSynth761	1	1
negSynth761	0	0
posSynth762	1	1
negSynth762	0	0
posSynth763	1	1
negSynth763	0	0
posSynth764	1	1
negSynth764	0	0
posSynth765	1	1
negSynth765	0	0
posSynth766	1	1
negSynth766	0	0
posSynth767	1	1
negSynth767	0	0
posSynth768	1	1
negSynth768	0	0
posSynth769	1	1
negSynth769	0	0
posSynth770	1	1
negSynth770	0	0
posSynth771	1	1
negSynth771	0	0
posSynth772	1	1
negSynth772	0	0
posSynth773	1	1
negSynth773	0	0
posSynth774	1	1
negSynth774	0	0
posSynth775	1	1
negSynth775	0	0
posSynth776	1	1
negSynth776	0	0
posSynth777	1	1
negSynth777	0	0
posSynth778	1	1
negSynth778	0	0
posSynth779	1	1
negSynth779	0	0
posSynth780	1	1
negSynth780	0	0
posSynth781	1	1
negSynth781	0	0
posSynth782	1	1
negSynth782	0	0
posSynth783	1	1
negSynth783	0	0
posSynth784	1	1
negSynth784	0	0
posSynth785	1	1
negSynth785	0	0
posSynth786	1	1
negSynth786	0	0
posSynth787	1	1
negSynth787	0	0
posSynth788	1	1
negSynth788	0	0
posSynth789	1	1
negSynth789	0	0
posSynth790	1	1
negSynth790	0	0
posSynth791	1	1
negSynth791	0	0
posSynth792	1	1
negSynth792	0	0
posSynth793	1	1
negSynth793	0	0
posSynth794	1	1
negSynth794	0	0
posSynth795	1	1
negSynth795	0	0
posSynth796	1	1
negSynth796	0	0
posSynth797	1	1
negSynth797	0	0
posSynth798	1	1
negSynth798	0	0
posSynth799	1	1
negSynth799	0	0
posSynth800	1	1
negSynth800	0	0
posSynth801	1	1
negSynth801	0	0
posSynth802	1	1
negSynth802	0	0
posSynth803	1	1
negSynth803	0	0
posSynth804	1	1
negSynth804	0	0
posSynth805	1	1
negSynth805	0	0
posSynth806	1	1
negSynth806	0	0
posSynth807	1	1
negSynth807	0	0
posSynth808	1	1
negSynth808	0	0
posSynth809	1	1
negSynth809	0	0
posSynth810	1	1
negSynth810	0	0
posSynth811	1	1
negSynth811	0	0
posSynth812	1	1
negSynth812	0	0
posSynth813	1	1
negSynth813	0	0
posSynth814	1	1
negSynth814	0	0
posSynth815	1	1
negSynth815	0	0
posSynth816	1	1
negSynth816	0	0
posSynth817	1	1
negSynth817	0	0
posSynth818	1	1
negSynth818	0	0
posSynth819	1	1
negSynth819	0	0
posSynth820	1	1
negSynth820	0	0
posSynth821	1	1
negSynth821	0	0
posSynth822	1	1
negSynth822	0	0
posSynth823	1	1
negSynth823	0	0
posSynth824	1	1
negSynth824	0	0
posSynth825	1	1
negSynth825	0	0
posSynth826	1	1
negSynth826	0	0
posSynth827	1	1
negSynth827	0	0
posSynth828	1	1
negSynth828	0	0
posSynth829	1	1
negSynth829	0	0
posSynth830	1	1
negSynth830	0	0
posSynth831	1	1
negSynth831	0	0
posSynth832	1	1
negSynth832	0	0
posSynth833	1	1
negSynth833	0	0
posSynth834	1	1
negSynth834	0	0
posSynth835	1	1
negSynth835	0	0
posSynth836	1	1
negSynth836	0	0
posSynth837	1	1
negSynth837	0	0
posSynth838	1	1
negSynth838	0	0
posSynth839	1	1
negSynth839	0	0
posSynth840	1	1
negSynth840	0	0
posSynth841	1	1
negSynth841	0	0
posSynth842	1	1
negSynth842	0	0
posSynth843	1	1
negSynth843	0	0
posSynth844	1	1
negSynth844	0	0
posSynth845	1	1
negSynth845	0	0
posSynth846	1	1
negSynth846	0	0
posSynth847	1	1
negSynth847	0	0
posSynth848	1	1
negSynth848	0	0
posSynth849	1	1
negSynth849	0	0
posSynth850	1	1
negSynth850	0	0
posSynth851	1	1
negSynth851	0	0
posSynth852	1	1
negSynth852	0	0
posSynth853	1	1
negSynth853	0	0
posSynth854	1	1
negSynth854	0	0
posSynth855	1	1
negSynth855	0	0
posSynth856	1	1
negSynth856	0	0
posSynth857	1	1
negSynth857	0	0
posSynth858	1	1
negSynth858	0	0
posSynth859	1	1
negSynth859	0	0
posSynth860	1	1
negSynth860	0	0
posSynth861	1	1
negSynth861	0	0
posSynth862	1	1
negSynth862	0	0
posSynth863	1	1
negSynth863	0	0
posSynth864	1	1
negSynth864	0	0
posSynth865	1	1
negSynth865	0	0
posSynth866	1	1
negSynth866	0	0
posSynth867	1	1
negSynth867	0	0
posSynth868	1	1
negSynth868	0	0
posSynth869	1	1
negSynth869	0	0
posSynth870	1	1
negSynth870	0	0
posSynth871	1	1
negSynth871	0	0
posSynth872	1	1
negSynth872	0	0
posSynth873	1	1
negSynth873	0	0
posSynth874	1	1
negSynth874	0	0
posSynth875	1	1
negSynth875	0	0
posSynth876	1	1
negSynth876	0	0
posSynth877	1	1
negSynth877	0	0
posSynth878	1	1
negSynth878	0	0
posSynth879	1	1
negSynth879	0	0
posSynth880	1	1
negSynth880	0	0
posSynth881	1	1
negSynth881	0	0
posSynth882	1	1
negSynth882	0	0
posSynth883	1	1
negSynth883	0	0
posSynth884	1	1
negSynth884	0	0
posSynth885	1	1
negSynth885	0	0
posSynth886	1	1
negSynth886	0	0
posSynth887	1	1
negSynth887	0	0
posSynth888	1	1
negSynth888	0	0
posSynth889	1	1
negSynth889	0	0
posSynth890	1	1
negSynth890	0	0
posSynth891	1	1
negSynth891	0	0
posSynth892	1	1
negSynth892	0	0
posSynth893	1	1
negSynth893	0	0
posSynth894	1	1
negSynth894	0	0
posSynth895	1	1
negSynth895	0	0
posSynth896	1	1
negSynth896	0	0
posSynth897	1	1
negSynth897	0	0
posSynth898	1	1
negSynth898	0	0
posSynth899	1	1
negSynth899	0	0
posSynth900	1	1
negSynth900	0	0
posSynth901	1	1
negSynth901	0	0
posSynth902	1	1
negSynth902	0	0
posSynth903	1	1
negSynth903	0	0
posSynth904	1	1
negSynth904	0	0
posSynth905	1	1
negSynth905	0	0
posSynth906	1	1
negSynth906	0	0
posSynth907	1	1
negSynth907	0	0
posSynth908	1	1
negSynth908	0	0
posSynth909	1	1
negSynth909	0	0
posSynth910	1	1
negSynth910	0	0
posSynth911	1	1
negSynth911	0	0
posSynth912	1	1
negSynth912	0	0
posSynth913	1	1
negSynth913	0	0
posSynth914	1	1
negSynth914	0	0
posSynth915	1	1
negSynth915	0	0
posSynth916	1	1
negSynth916	0	0
posSynth917	1	1
negSynth917	0	0
posSynth918	1	1
negSynth918	0	0
posSynth919	1	1
negSynth919	0	0
posSynth920	1	1
negSynth920	0	0
posSynth921	1	1
negSynth921	0	0
posSynth922	1	1
negSynth922	0	0
posSynth923	1	1
negSynth923	0	0
posSynth924	1	1
negSynth924	0	0
posSynth925	1	1
negSynth925	0	0
posSynth926	1	1
negSynth926	0	0
posSynth927	1	1
negSynth927	0	0
posSynth928	1	1
negSynth928	0	0
posSynth929	1	1
negSynth929	0	0
posSynth930	1	1
negSynth930	0	0
posSynth931	1	1
negSynth931	0	0
posSynth932	1	1
negSynth932	0	0
posSynth933	1	1
negSynth933	0	0
posSynth934	1	1
negSynth934	0	0
posSynth935	1	1
negSynth935	0	0
posSynth936	1	1
negSynth936	0	0
posSynth937	1	1
negSynth937	0	0
posSynth938	1	1
negSynth938	0	0
posSynth939	1	1
negSynth939	0	0
posSynth940	1	1
negSynth940	0	0
posSynth941	1	1
negSynth941	0	0
posSynth942	1	1
negSynth942	0	0
posSynth943	1	1
negSynth943	0	0
posSynth944	1	1
negSynth944	0	0
posSynth945	1	1
negSynth945	0	0
posSynth946	1	1
negSynth946	0	0
posSynth947	1	1
negSynth947	0	0
posSynth948	1	1
negSynth948	0	0
posSynth949	1	1
negSynth949	0	0
posSynth950	1	1
negSynth950	0	0
posSynth951	1	1
negSynth951	0	0
posSynth952	1	1
negSynth952	0	0
posSynth953	1	1
negSynth953	0	0
posSynth954	1	1
negSynth954	0	0
posSynth955	1	1
negSynth955	0	0
posSynth956	1	1
negSynth956	0	0
posSynth957	1	1
negSynth957	0	0
posSynth958	1	1
negSynth958	0	0
posSynth959	1	1
negSynth959	0	0
posSynth960	1	1
negSynth960	0	0
posSynth961	1	1
negSynth961	0	0
posSynth962	1	1
negSynth962	0	0
posSynth963	1	1
negSynth963	0	0
posSynth964	1	1
negSynth964	0	0
posSynth965	1	1
negSynth965	0	0
posSynth966	1	1
negSynth966	0	0
posSynth967	1	1
negSynth967	0	0
posSynth968	1	1
negSynth968	0	0
posSynth969	1	1
negSynth969	0	0
posSynth970	1	1
negSynth970	0	0
posSynth971	1	1
negSynth971	0	0
posSynth972	1	1
negSynth972	0	0
posSynth973	1	1
negSynth973	0	0
posSynth974	1	1
negSynth974	0	0
posSynth975	1	1
negSynth975	0	0
posSynth976	1	1
negSynth976	0	0
posSynth977	1	1
negSynth977	0	0
posSynth978	1	1
negSynth978	0	0
posSynth979	1	1
negSynth979	0	0
posSynth980	1	1
negSynth980	0	0
posSynth981	1	1
negSynth981	0	0
posSynth982	1	1
negSynth982	0	0
posSynth983	1	1
negSynth983	0	0
posSynth984	1	1
negSynth984	0	0
posSynth985	1	1
negSynth985	0	0
posSynth986	1	1
negSynth986	0	0
posSynth987	1	1
negSynth987	0	0
posSynth988	1	1
negSynth988	0	0
posSynth989	1	1
negSynth989	0	0
posSynth990	1	1
negSynth990	0	0
posSynth991	1	1
negSynth991	0	0
posSynth992	1	1
negSynth992	0	0
posSynth993	1	1
negSynth993	0	0
posSynth994	1	1
negSynth994	0	0
posSynth995	1	1
negSynth995	0	0
posSynth996	1	1
negSynth996	0	0
posSynth997	1	1
negSynth997	0	0
posSynth998	1	1
negSynth998	0	0
posSynth999	1	1
negSynth999	0	0
posSynth1000	1	1
negSynth1000	0	0
