id	gata	tal	gataAndTal
gataOnly-synth149	1	0	0
gataOnly-synth150	1	0	0
gataOnly-synth151	1	0	0
gataOnly-synth152	1	0	0
gataOnly-synth153	1	0	0
gataOnly-synth154	1	0	0
gataOnly-synth155	1	0	0
gataOnly-synth156	1	0	0
gataOnly-synth157	1	0	0
gataOnly-synth158	1	0	0
gataOnly-synth159	1	0	0
gataOnly-synth160	1	0	0
gataOnly-synth161	1	0	0
gataOnly-synth162	1	0	0
gataOnly-synth163	1	0	0
gataOnly-synth164	1	0	0
gataOnly-synth165	1	0	0
gataOnly-synth166	1	0	0
gataOnly-synth167	1	0	0
gataOnly-synth168	1	0	0
gataOnly-synth169	1	0	0
gataOnly-synth170	1	0	0
gataOnly-synth171	1	0	0
gataOnly-synth172	1	0	0
gataOnly-synth173	1	0	0
gataOnly-synth174	1	0	0
gataOnly-synth175	1	0	0
gataOnly-synth176	1	0	0
gataOnly-synth177	1	0	0
gataOnly-synth178	1	0	0
gataOnly-synth179	1	0	0
gataOnly-synth180	1	0	0
gataOnly-synth181	1	0	0
gataOnly-synth182	1	0	0
gataOnly-synth183	1	0	0
gataOnly-synth184	1	0	0
gataOnly-synth185	1	0	0
gataOnly-synth186	1	0	0
gataOnly-synth187	1	0	0
gataOnly-synth188	1	0	0
gataOnly-synth189	1	0	0
gataOnly-synth190	1	0	0
gataOnly-synth191	1	0	0
gataOnly-synth192	1	0	0
gataOnly-synth193	1	0	0
gataOnly-synth194	1	0	0
gataOnly-synth195	1	0	0
gataOnly-synth196	1	0	0
gataOnly-synth197	1	0	0
gataOnly-synth198	1	0	0
gataOnly-synth199	1	0	0
gataOnly-synth200	1	0	0
gataOnly-synth201	1	0	0
gataOnly-synth202	1	0	0
gataOnly-synth203	1	0	0
gataOnly-synth204	1	0	0
gataOnly-synth205	1	0	0
gataOnly-synth206	1	0	0
gataOnly-synth207	1	0	0
gataOnly-synth208	1	0	0
gataOnly-synth209	1	0	0
gataOnly-synth210	1	0	0
gataOnly-synth211	1	0	0
gataOnly-synth212	1	0	0
gataOnly-synth213	1	0	0
gataOnly-synth214	1	0	0
gataOnly-synth215	1	0	0
gataOnly-synth216	1	0	0
gataOnly-synth217	1	0	0
gataOnly-synth218	1	0	0
gataOnly-synth219	1	0	0
gataOnly-synth220	1	0	0
gataOnly-synth221	1	0	0
gataOnly-synth222	1	0	0
gataOnly-synth223	1	0	0
gataOnly-synth224	1	0	0
gataOnly-synth225	1	0	0
gataOnly-synth226	1	0	0
gataOnly-synth227	1	0	0
gataOnly-synth228	1	0	0
gataOnly-synth229	1	0	0
gataOnly-synth230	1	0	0
gataOnly-synth231	1	0	0
gataOnly-synth232	1	0	0
gataOnly-synth233	1	0	0
gataOnly-synth234	1	0	0
gataOnly-synth235	1	0	0
gataOnly-synth236	1	0	0
gataOnly-synth237	1	0	0
gataOnly-synth238	1	0	0
gataOnly-synth239	1	0	0
gataOnly-synth240	1	0	0
gataOnly-synth241	1	0	0
gataOnly-synth242	1	0	0
gataOnly-synth243	1	0	0
gataOnly-synth244	1	0	0
gataOnly-synth245	1	0	0
gataOnly-synth246	1	0	0
gataOnly-synth247	1	0	0
gataOnly-synth248	1	0	0
gataOnly-synth249	1	0	0
gataOnly-synth250	1	0	0
gataOnly-synth251	1	0	0
gataOnly-synth252	1	0	0
gataOnly-synth253	1	0	0
gataOnly-synth254	1	0	0
gataOnly-synth255	1	0	0
gataOnly-synth256	1	0	0
gataOnly-synth257	1	0	0
gataOnly-synth258	1	0	0
gataOnly-synth259	1	0	0
gataOnly-synth260	1	0	0
gataOnly-synth261	1	0	0
gataOnly-synth262	1	0	0
gataOnly-synth263	1	0	0
gataOnly-synth264	1	0	0
gataOnly-synth265	1	0	0
gataOnly-synth266	1	0	0
gataOnly-synth267	1	0	0
gataOnly-synth268	1	0	0
gataOnly-synth269	1	0	0
gataOnly-synth270	1	0	0
gataOnly-synth271	1	0	0
gataOnly-synth272	1	0	0
gataOnly-synth273	1	0	0
gataOnly-synth274	1	0	0
gataOnly-synth275	1	0	0
gataOnly-synth276	1	0	0
gataOnly-synth277	1	0	0
gataOnly-synth278	1	0	0
gataOnly-synth279	1	0	0
gataOnly-synth280	1	0	0
gataOnly-synth281	1	0	0
gataOnly-synth282	1	0	0
gataOnly-synth283	1	0	0
gataOnly-synth284	1	0	0
gataOnly-synth285	1	0	0
gataOnly-synth286	1	0	0
gataOnly-synth287	1	0	0
gataOnly-synth288	1	0	0
gataOnly-synth289	1	0	0
gataOnly-synth290	1	0	0
gataOnly-synth291	1	0	0
gataOnly-synth292	1	0	0
gataOnly-synth293	1	0	0
gataOnly-synth294	1	0	0
gataOnly-synth295	1	0	0
gataOnly-synth296	1	0	0
gataOnly-synth297	1	0	0
gataOnly-synth298	1	0	0
gataOnly-synth299	1	0	0
gataOnly-synth300	1	0	0
gataOnly-synth301	1	0	0
gataOnly-synth302	1	0	0
gataOnly-synth303	1	0	0
gataOnly-synth304	1	0	0
gataOnly-synth305	1	0	0
gataOnly-synth306	1	0	0
gataOnly-synth307	1	0	0
gataOnly-synth308	1	0	0
gataOnly-synth309	1	0	0
gataOnly-synth310	1	0	0
gataOnly-synth311	1	0	0
gataOnly-synth312	1	0	0
gataOnly-synth313	1	0	0
gataOnly-synth314	1	0	0
gataOnly-synth315	1	0	0
gataOnly-synth316	1	0	0
gataOnly-synth317	1	0	0
gataOnly-synth318	1	0	0
gataOnly-synth319	1	0	0
gataOnly-synth320	1	0	0
gataOnly-synth321	1	0	0
gataOnly-synth322	1	0	0
gataOnly-synth323	1	0	0
gataOnly-synth324	1	0	0
gataOnly-synth325	1	0	0
gataOnly-synth326	1	0	0
gataOnly-synth327	1	0	0
gataOnly-synth328	1	0	0
gataOnly-synth329	1	0	0
gataOnly-synth330	1	0	0
gataOnly-synth331	1	0	0
gataOnly-synth332	1	0	0
gataOnly-synth333	1	0	0
gataOnly-synth334	1	0	0
gataOnly-synth335	1	0	0
gataOnly-synth336	1	0	0
gataOnly-synth337	1	0	0
gataOnly-synth338	1	0	0
gataOnly-synth339	1	0	0
gataOnly-synth340	1	0	0
gataOnly-synth341	1	0	0
gataOnly-synth342	1	0	0
gataOnly-synth343	1	0	0
gataOnly-synth344	1	0	0
gataOnly-synth345	1	0	0
gataOnly-synth346	1	0	0
gataOnly-synth347	1	0	0
gataOnly-synth348	1	0	0
gataOnly-synth349	1	0	0
gataOnly-synth350	1	0	0
gataOnly-synth351	1	0	0
gataOnly-synth352	1	0	0
gataOnly-synth353	1	0	0
gataOnly-synth354	1	0	0
gataOnly-synth355	1	0	0
gataOnly-synth356	1	0	0
gataOnly-synth357	1	0	0
gataOnly-synth358	1	0	0
gataOnly-synth359	1	0	0
gataOnly-synth360	1	0	0
gataOnly-synth361	1	0	0
gataOnly-synth362	1	0	0
gataOnly-synth363	1	0	0
gataOnly-synth364	1	0	0
gataOnly-synth365	1	0	0
gataOnly-synth366	1	0	0
gataOnly-synth367	1	0	0
gataOnly-synth368	1	0	0
gataOnly-synth369	1	0	0
gataOnly-synth370	1	0	0
gataOnly-synth371	1	0	0
gataOnly-synth372	1	0	0
gataOnly-synth373	1	0	0
gataOnly-synth374	1	0	0
gataOnly-synth375	1	0	0
gataOnly-synth376	1	0	0
gataOnly-synth377	1	0	0
gataOnly-synth378	1	0	0
gataOnly-synth379	1	0	0
gataOnly-synth380	1	0	0
gataOnly-synth381	1	0	0
gataOnly-synth382	1	0	0
gataOnly-synth383	1	0	0
gataOnly-synth384	1	0	0
gataOnly-synth385	1	0	0
gataOnly-synth386	1	0	0
gataOnly-synth387	1	0	0
gataOnly-synth388	1	0	0
gataOnly-synth389	1	0	0
gataOnly-synth390	1	0	0
gataOnly-synth391	1	0	0
gataOnly-synth392	1	0	0
gataOnly-synth393	1	0	0
gataOnly-synth394	1	0	0
gataOnly-synth395	1	0	0
gataOnly-synth396	1	0	0
gataOnly-synth397	1	0	0
gataOnly-synth398	1	0	0
gataOnly-synth399	1	0	0
gataOnly-synth400	1	0	0
gataOnly-synth401	1	0	0
gataOnly-synth402	1	0	0
gataOnly-synth403	1	0	0
gataOnly-synth404	1	0	0
gataOnly-synth405	1	0	0
gataOnly-synth406	1	0	0
gataOnly-synth407	1	0	0
gataOnly-synth408	1	0	0
gataOnly-synth409	1	0	0
gataOnly-synth410	1	0	0
gataOnly-synth411	1	0	0
gataOnly-synth412	1	0	0
gataOnly-synth413	1	0	0
gataOnly-synth414	1	0	0
gataOnly-synth415	1	0	0
gataOnly-synth416	1	0	0
gataOnly-synth417	1	0	0
gataOnly-synth418	1	0	0
gataOnly-synth419	1	0	0
gataOnly-synth420	1	0	0
gataOnly-synth421	1	0	0
gataOnly-synth422	1	0	0
gataOnly-synth423	1	0	0
gataOnly-synth424	1	0	0
gataOnly-synth425	1	0	0
gataOnly-synth426	1	0	0
gataOnly-synth427	1	0	0
gataOnly-synth428	1	0	0
gataOnly-synth429	1	0	0
gataOnly-synth430	1	0	0
gataOnly-synth431	1	0	0
gataOnly-synth432	1	0	0
gataOnly-synth433	1	0	0
gataOnly-synth434	1	0	0
gataOnly-synth435	1	0	0
gataOnly-synth436	1	0	0
gataOnly-synth437	1	0	0
gataOnly-synth438	1	0	0
gataOnly-synth439	1	0	0
gataOnly-synth440	1	0	0
gataOnly-synth441	1	0	0
gataOnly-synth442	1	0	0
gataOnly-synth443	1	0	0
gataOnly-synth444	1	0	0
gataOnly-synth445	1	0	0
gataOnly-synth446	1	0	0
gataOnly-synth447	1	0	0
gataOnly-synth448	1	0	0
gataOnly-synth449	1	0	0
gataOnly-synth450	1	0	0
gataOnly-synth451	1	0	0
gataOnly-synth452	1	0	0
gataOnly-synth453	1	0	0
gataOnly-synth454	1	0	0
gataOnly-synth455	1	0	0
gataOnly-synth456	1	0	0
gataOnly-synth457	1	0	0
gataOnly-synth458	1	0	0
gataOnly-synth459	1	0	0
gataOnly-synth460	1	0	0
gataOnly-synth461	1	0	0
gataOnly-synth462	1	0	0
gataOnly-synth463	1	0	0
gataOnly-synth464	1	0	0
gataOnly-synth465	1	0	0
gataOnly-synth466	1	0	0
gataOnly-synth467	1	0	0
gataOnly-synth468	1	0	0
gataOnly-synth469	1	0	0
gataOnly-synth470	1	0	0
gataOnly-synth471	1	0	0
gataOnly-synth472	1	0	0
gataOnly-synth473	1	0	0
gataOnly-synth474	1	0	0
gataOnly-synth475	1	0	0
gataOnly-synth476	1	0	0
gataOnly-synth477	1	0	0
gataOnly-synth478	1	0	0
gataOnly-synth479	1	0	0
gataOnly-synth480	1	0	0
gataOnly-synth481	1	0	0
gataOnly-synth482	1	0	0
gataOnly-synth483	1	0	0
gataOnly-synth484	1	0	0
gataOnly-synth485	1	0	0
gataOnly-synth486	1	0	0
gataOnly-synth487	1	0	0
gataOnly-synth488	1	0	0
gataOnly-synth489	1	0	0
gataOnly-synth490	1	0	0
gataOnly-synth491	1	0	0
gataOnly-synth492	1	0	0
gataOnly-synth493	1	0	0
gataOnly-synth494	1	0	0
gataOnly-synth495	1	0	0
gataOnly-synth496	1	0	0
gataOnly-synth497	1	0	0
gataOnly-synth498	1	0	0
gataOnly-synth499	1	0	0
gataOnly-synth500	1	0	0
gataOnly-synth501	1	0	0
gataOnly-synth502	1	0	0
gataOnly-synth503	1	0	0
gataOnly-synth504	1	0	0
gataOnly-synth505	1	0	0
gataOnly-synth506	1	0	0
gataOnly-synth507	1	0	0
gataOnly-synth508	1	0	0
gataOnly-synth509	1	0	0
gataOnly-synth510	1	0	0
gataOnly-synth511	1	0	0
gataOnly-synth512	1	0	0
gataOnly-synth513	1	0	0
gataOnly-synth514	1	0	0
gataOnly-synth515	1	0	0
gataOnly-synth516	1	0	0
gataOnly-synth517	1	0	0
gataOnly-synth518	1	0	0
gataOnly-synth519	1	0	0
gataOnly-synth520	1	0	0
gataOnly-synth521	1	0	0
gataOnly-synth522	1	0	0
gataOnly-synth523	1	0	0
gataOnly-synth524	1	0	0
gataOnly-synth525	1	0	0
gataOnly-synth526	1	0	0
gataOnly-synth527	1	0	0
gataOnly-synth528	1	0	0
gataOnly-synth529	1	0	0
gataOnly-synth530	1	0	0
gataOnly-synth531	1	0	0
gataOnly-synth532	1	0	0
gataOnly-synth533	1	0	0
gataOnly-synth534	1	0	0
gataOnly-synth535	1	0	0
gataOnly-synth536	1	0	0
gataOnly-synth537	1	0	0
gataOnly-synth538	1	0	0
gataOnly-synth539	1	0	0
gataOnly-synth540	1	0	0
gataOnly-synth541	1	0	0
gataOnly-synth542	1	0	0
gataOnly-synth543	1	0	0
gataOnly-synth544	1	0	0
gataOnly-synth545	1	0	0
gataOnly-synth546	1	0	0
gataOnly-synth547	1	0	0
gataOnly-synth548	1	0	0
gataOnly-synth549	1	0	0
gataOnly-synth550	1	0	0
gataOnly-synth551	1	0	0
gataOnly-synth552	1	0	0
gataOnly-synth553	1	0	0
gataOnly-synth554	1	0	0
gataOnly-synth555	1	0	0
gataOnly-synth556	1	0	0
gataOnly-synth557	1	0	0
gataOnly-synth558	1	0	0
gataOnly-synth559	1	0	0
gataOnly-synth560	1	0	0
gataOnly-synth561	1	0	0
gataOnly-synth562	1	0	0
gataOnly-synth563	1	0	0
gataOnly-synth564	1	0	0
gataOnly-synth565	1	0	0
gataOnly-synth566	1	0	0
gataOnly-synth567	1	0	0
gataOnly-synth568	1	0	0
gataOnly-synth569	1	0	0
gataOnly-synth570	1	0	0
gataOnly-synth571	1	0	0
gataOnly-synth572	1	0	0
gataOnly-synth573	1	0	0
gataOnly-synth574	1	0	0
gataOnly-synth575	1	0	0
gataOnly-synth576	1	0	0
gataOnly-synth577	1	0	0
gataOnly-synth578	1	0	0
gataOnly-synth579	1	0	0
gataOnly-synth580	1	0	0
gataOnly-synth581	1	0	0
gataOnly-synth582	1	0	0
gataOnly-synth583	1	0	0
gataOnly-synth584	1	0	0
gataOnly-synth585	1	0	0
gataOnly-synth586	1	0	0
gataOnly-synth587	1	0	0
gataOnly-synth588	1	0	0
gataOnly-synth589	1	0	0
gataOnly-synth590	1	0	0
gataOnly-synth591	1	0	0
gataOnly-synth592	1	0	0
gataOnly-synth593	1	0	0
gataOnly-synth594	1	0	0
gataOnly-synth595	1	0	0
gataOnly-synth596	1	0	0
gataOnly-synth597	1	0	0
gataOnly-synth598	1	0	0
gataOnly-synth599	1	0	0
gataOnly-synth600	1	0	0
gataOnly-synth601	1	0	0
gataOnly-synth602	1	0	0
gataOnly-synth603	1	0	0
gataOnly-synth604	1	0	0
gataOnly-synth605	1	0	0
gataOnly-synth606	1	0	0
gataOnly-synth607	1	0	0
gataOnly-synth608	1	0	0
gataOnly-synth609	1	0	0
gataOnly-synth610	1	0	0
gataOnly-synth611	1	0	0
gataOnly-synth612	1	0	0
gataOnly-synth613	1	0	0
gataOnly-synth614	1	0	0
gataOnly-synth615	1	0	0
gataOnly-synth616	1	0	0
gataOnly-synth617	1	0	0
gataOnly-synth618	1	0	0
gataOnly-synth619	1	0	0
gataOnly-synth620	1	0	0
gataOnly-synth621	1	0	0
gataOnly-synth622	1	0	0
gataOnly-synth623	1	0	0
gataOnly-synth624	1	0	0
gataOnly-synth625	1	0	0
gataOnly-synth626	1	0	0
gataOnly-synth627	1	0	0
gataOnly-synth628	1	0	0
gataOnly-synth629	1	0	0
gataOnly-synth630	1	0	0
gataOnly-synth631	1	0	0
gataOnly-synth632	1	0	0
gataOnly-synth633	1	0	0
gataOnly-synth634	1	0	0
gataOnly-synth635	1	0	0
gataOnly-synth636	1	0	0
gataOnly-synth637	1	0	0
gataOnly-synth638	1	0	0
gataOnly-synth639	1	0	0
gataOnly-synth640	1	0	0
gataOnly-synth641	1	0	0
gataOnly-synth642	1	0	0
gataOnly-synth643	1	0	0
gataOnly-synth644	1	0	0
gataOnly-synth645	1	0	0
gataOnly-synth646	1	0	0
gataOnly-synth647	1	0	0
gataOnly-synth648	1	0	0
gataOnly-synth649	1	0	0
gataOnly-synth650	1	0	0
gataOnly-synth651	1	0	0
gataOnly-synth652	1	0	0
gataOnly-synth653	1	0	0
gataOnly-synth654	1	0	0
gataOnly-synth655	1	0	0
gataOnly-synth656	1	0	0
gataOnly-synth657	1	0	0
gataOnly-synth658	1	0	0
gataOnly-synth659	1	0	0
gataOnly-synth660	1	0	0
gataOnly-synth661	1	0	0
gataOnly-synth662	1	0	0
gataOnly-synth663	1	0	0
gataOnly-synth664	1	0	0
gataOnly-synth665	1	0	0
gataOnly-synth666	1	0	0
gataOnly-synth667	1	0	0
gataOnly-synth668	1	0	0
gataOnly-synth669	1	0	0
gataOnly-synth670	1	0	0
gataOnly-synth671	1	0	0
gataOnly-synth672	1	0	0
gataOnly-synth673	1	0	0
gataOnly-synth674	1	0	0
gataOnly-synth675	1	0	0
gataOnly-synth676	1	0	0
gataOnly-synth677	1	0	0
gataOnly-synth678	1	0	0
gataOnly-synth679	1	0	0
gataOnly-synth680	1	0	0
gataOnly-synth681	1	0	0
gataOnly-synth682	1	0	0
gataOnly-synth683	1	0	0
gataOnly-synth684	1	0	0
gataOnly-synth685	1	0	0
gataOnly-synth686	1	0	0
gataOnly-synth687	1	0	0
gataOnly-synth688	1	0	0
gataOnly-synth689	1	0	0
gataOnly-synth690	1	0	0
gataOnly-synth691	1	0	0
gataOnly-synth692	1	0	0
gataOnly-synth693	1	0	0
gataOnly-synth694	1	0	0
gataOnly-synth695	1	0	0
gataOnly-synth696	1	0	0
gataOnly-synth697	1	0	0
gataOnly-synth698	1	0	0
gataOnly-synth699	1	0	0
gataOnly-synth700	1	0	0
gataOnly-synth701	1	0	0
gataOnly-synth702	1	0	0
gataOnly-synth703	1	0	0
gataOnly-synth704	1	0	0
gataOnly-synth705	1	0	0
gataOnly-synth706	1	0	0
gataOnly-synth707	1	0	0
gataOnly-synth708	1	0	0
gataOnly-synth709	1	0	0
gataOnly-synth710	1	0	0
gataOnly-synth711	1	0	0
gataOnly-synth712	1	0	0
gataOnly-synth713	1	0	0
gataOnly-synth714	1	0	0
gataOnly-synth715	1	0	0
gataOnly-synth716	1	0	0
gataOnly-synth717	1	0	0
gataOnly-synth718	1	0	0
gataOnly-synth719	1	0	0
gataOnly-synth720	1	0	0
gataOnly-synth721	1	0	0
gataOnly-synth722	1	0	0
gataOnly-synth723	1	0	0
gataOnly-synth724	1	0	0
gataOnly-synth725	1	0	0
gataOnly-synth726	1	0	0
gataOnly-synth727	1	0	0
gataOnly-synth728	1	0	0
gataOnly-synth729	1	0	0
gataOnly-synth730	1	0	0
gataOnly-synth731	1	0	0
gataOnly-synth732	1	0	0
gataOnly-synth733	1	0	0
gataOnly-synth734	1	0	0
gataOnly-synth735	1	0	0
gataOnly-synth736	1	0	0
gataOnly-synth737	1	0	0
gataOnly-synth738	1	0	0
gataOnly-synth739	1	0	0
gataOnly-synth740	1	0	0
gataOnly-synth741	1	0	0
gataOnly-synth742	1	0	0
gataOnly-synth743	1	0	0
gataOnly-synth744	1	0	0
gataOnly-synth745	1	0	0
gataOnly-synth746	1	0	0
gataOnly-synth747	1	0	0
gataOnly-synth748	1	0	0
gataOnly-synth749	1	0	0
gataOnly-synth750	1	0	0
gataOnly-synth751	1	0	0
gataOnly-synth752	1	0	0
gataOnly-synth753	1	0	0
gataOnly-synth754	1	0	0
gataOnly-synth755	1	0	0
gataOnly-synth756	1	0	0
gataOnly-synth757	1	0	0
gataOnly-synth758	1	0	0
gataOnly-synth759	1	0	0
gataOnly-synth760	1	0	0
gataOnly-synth761	1	0	0
gataOnly-synth762	1	0	0
gataOnly-synth763	1	0	0
gataOnly-synth764	1	0	0
gataOnly-synth765	1	0	0
gataOnly-synth766	1	0	0
gataOnly-synth767	1	0	0
gataOnly-synth768	1	0	0
gataOnly-synth769	1	0	0
gataOnly-synth770	1	0	0
gataOnly-synth771	1	0	0
gataOnly-synth772	1	0	0
gataOnly-synth773	1	0	0
gataOnly-synth774	1	0	0
gataOnly-synth775	1	0	0
gataOnly-synth776	1	0	0
gataOnly-synth777	1	0	0
gataOnly-synth778	1	0	0
gataOnly-synth779	1	0	0
gataOnly-synth780	1	0	0
gataOnly-synth781	1	0	0
gataOnly-synth782	1	0	0
gataOnly-synth783	1	0	0
gataOnly-synth784	1	0	0
gataOnly-synth785	1	0	0
gataOnly-synth786	1	0	0
gataOnly-synth787	1	0	0
gataOnly-synth788	1	0	0
gataOnly-synth789	1	0	0
gataOnly-synth790	1	0	0
gataOnly-synth791	1	0	0
gataOnly-synth792	1	0	0
gataOnly-synth793	1	0	0
gataOnly-synth794	1	0	0
gataOnly-synth795	1	0	0
gataOnly-synth796	1	0	0
gataOnly-synth797	1	0	0
gataOnly-synth798	1	0	0
gataOnly-synth799	1	0	0
gataOnly-synth800	1	0	0
gataOnly-synth801	1	0	0
gataOnly-synth802	1	0	0
gataOnly-synth803	1	0	0
gataOnly-synth804	1	0	0
gataOnly-synth805	1	0	0
gataOnly-synth806	1	0	0
gataOnly-synth807	1	0	0
gataOnly-synth808	1	0	0
gataOnly-synth809	1	0	0
gataOnly-synth810	1	0	0
gataOnly-synth811	1	0	0
gataOnly-synth812	1	0	0
gataOnly-synth813	1	0	0
gataOnly-synth814	1	0	0
gataOnly-synth815	1	0	0
gataOnly-synth816	1	0	0
gataOnly-synth817	1	0	0
gataOnly-synth818	1	0	0
gataOnly-synth819	1	0	0
gataOnly-synth820	1	0	0
gataOnly-synth821	1	0	0
gataOnly-synth822	1	0	0
gataOnly-synth823	1	0	0
gataOnly-synth824	1	0	0
gataOnly-synth825	1	0	0
gataOnly-synth826	1	0	0
gataOnly-synth827	1	0	0
gataOnly-synth828	1	0	0
gataOnly-synth829	1	0	0
gataOnly-synth830	1	0	0
gataOnly-synth831	1	0	0
gataOnly-synth832	1	0	0
gataOnly-synth833	1	0	0
gataOnly-synth834	1	0	0
gataOnly-synth835	1	0	0
gataOnly-synth836	1	0	0
gataOnly-synth837	1	0	0
gataOnly-synth838	1	0	0
gataOnly-synth839	1	0	0
gataOnly-synth840	1	0	0
gataOnly-synth841	1	0	0
gataOnly-synth842	1	0	0
gataOnly-synth843	1	0	0
gataOnly-synth844	1	0	0
gataOnly-synth845	1	0	0
gataOnly-synth846	1	0	0
gataOnly-synth847	1	0	0
gataOnly-synth848	1	0	0
gataOnly-synth849	1	0	0
gataOnly-synth850	1	0	0
gataOnly-synth851	1	0	0
gataOnly-synth852	1	0	0
gataOnly-synth853	1	0	0
gataOnly-synth854	1	0	0
gataOnly-synth855	1	0	0
gataOnly-synth856	1	0	0
gataOnly-synth857	1	0	0
gataOnly-synth858	1	0	0
gataOnly-synth859	1	0	0
gataOnly-synth860	1	0	0
gataOnly-synth861	1	0	0
gataOnly-synth862	1	0	0
gataOnly-synth863	1	0	0
gataOnly-synth864	1	0	0
gataOnly-synth865	1	0	0
gataOnly-synth866	1	0	0
gataOnly-synth867	1	0	0
gataOnly-synth868	1	0	0
gataOnly-synth869	1	0	0
gataOnly-synth870	1	0	0
gataOnly-synth871	1	0	0
gataOnly-synth872	1	0	0
gataOnly-synth873	1	0	0
gataOnly-synth874	1	0	0
gataOnly-synth875	1	0	0
gataOnly-synth876	1	0	0
gataOnly-synth877	1	0	0
gataOnly-synth878	1	0	0
gataOnly-synth879	1	0	0
gataOnly-synth880	1	0	0
gataOnly-synth881	1	0	0
gataOnly-synth882	1	0	0
gataOnly-synth883	1	0	0
gataOnly-synth884	1	0	0
gataOnly-synth885	1	0	0
gataOnly-synth886	1	0	0
gataOnly-synth887	1	0	0
gataOnly-synth888	1	0	0
gataOnly-synth889	1	0	0
gataOnly-synth890	1	0	0
gataOnly-synth891	1	0	0
gataOnly-synth892	1	0	0
gataOnly-synth893	1	0	0
gataOnly-synth894	1	0	0
gataOnly-synth895	1	0	0
gataOnly-synth896	1	0	0
gataOnly-synth897	1	0	0
gataOnly-synth898	1	0	0
gataOnly-synth899	1	0	0
gataOnly-synth900	1	0	0
gataOnly-synth901	1	0	0
gataOnly-synth902	1	0	0
gataOnly-synth903	1	0	0
gataOnly-synth904	1	0	0
gataOnly-synth905	1	0	0
gataOnly-synth906	1	0	0
gataOnly-synth907	1	0	0
gataOnly-synth908	1	0	0
gataOnly-synth909	1	0	0
gataOnly-synth910	1	0	0
gataOnly-synth911	1	0	0
gataOnly-synth912	1	0	0
gataOnly-synth913	1	0	0
gataOnly-synth914	1	0	0
gataOnly-synth915	1	0	0
gataOnly-synth916	1	0	0
gataOnly-synth917	1	0	0
gataOnly-synth918	1	0	0
gataOnly-synth919	1	0	0
gataOnly-synth920	1	0	0
gataOnly-synth921	1	0	0
gataOnly-synth922	1	0	0
gataOnly-synth923	1	0	0
gataOnly-synth924	1	0	0
gataOnly-synth925	1	0	0
gataOnly-synth926	1	0	0
gataOnly-synth927	1	0	0
gataOnly-synth928	1	0	0
gataOnly-synth929	1	0	0
gataOnly-synth930	1	0	0
gataOnly-synth931	1	0	0
gataOnly-synth932	1	0	0
gataOnly-synth933	1	0	0
gataOnly-synth934	1	0	0
gataOnly-synth935	1	0	0
gataOnly-synth936	1	0	0
gataOnly-synth937	1	0	0
gataOnly-synth938	1	0	0
gataOnly-synth939	1	0	0
gataOnly-synth940	1	0	0
gataOnly-synth941	1	0	0
gataOnly-synth942	1	0	0
gataOnly-synth943	1	0	0
gataOnly-synth944	1	0	0
gataOnly-synth945	1	0	0
gataOnly-synth946	1	0	0
gataOnly-synth947	1	0	0
gataOnly-synth948	1	0	0
gataOnly-synth949	1	0	0
gataOnly-synth950	1	0	0
gataOnly-synth951	1	0	0
gataOnly-synth952	1	0	0
gataOnly-synth953	1	0	0
gataOnly-synth954	1	0	0
gataOnly-synth955	1	0	0
gataOnly-synth956	1	0	0
gataOnly-synth957	1	0	0
gataOnly-synth958	1	0	0
gataOnly-synth959	1	0	0
gataOnly-synth960	1	0	0
gataOnly-synth961	1	0	0
gataOnly-synth962	1	0	0
gataOnly-synth963	1	0	0
gataOnly-synth964	1	0	0
gataOnly-synth965	1	0	0
gataOnly-synth966	1	0	0
gataOnly-synth967	1	0	0
gataOnly-synth968	1	0	0
gataOnly-synth969	1	0	0
gataOnly-synth970	1	0	0
gataOnly-synth971	1	0	0
gataOnly-synth972	1	0	0
gataOnly-synth973	1	0	0
gataOnly-synth974	1	0	0
gataOnly-synth975	1	0	0
gataOnly-synth976	1	0	0
gataOnly-synth977	1	0	0
gataOnly-synth978	1	0	0
gataOnly-synth979	1	0	0
gataOnly-synth980	1	0	0
gataOnly-synth981	1	0	0
gataOnly-synth982	1	0	0
gataOnly-synth983	1	0	0
gataOnly-synth984	1	0	0
gataOnly-synth985	1	0	0
gataOnly-synth986	1	0	0
gataOnly-synth987	1	0	0
gataOnly-synth988	1	0	0
gataOnly-synth989	1	0	0
gataOnly-synth990	1	0	0
gataOnly-synth991	1	0	0
gataOnly-synth992	1	0	0
gataOnly-synth993	1	0	0
gataOnly-synth994	1	0	0
gataOnly-synth995	1	0	0
gataOnly-synth996	1	0	0
gataOnly-synth997	1	0	0
gataOnly-synth998	1	0	0
gataOnly-synth999	1	0	0
gataOnly-synth1000	1	0	0
gataOnly-synth1001	1	0	0
gataOnly-synth1002	1	0	0
gataOnly-synth1003	1	0	0
gataOnly-synth1004	1	0	0
gataOnly-synth1005	1	0	0
gataOnly-synth1006	1	0	0
gataOnly-synth1007	1	0	0
gataOnly-synth1008	1	0	0
gataOnly-synth1009	1	0	0
gataOnly-synth1010	1	0	0
gataOnly-synth1011	1	0	0
gataOnly-synth1012	1	0	0
gataOnly-synth1013	1	0	0
gataOnly-synth1014	1	0	0
gataOnly-synth1015	1	0	0
gataOnly-synth1016	1	0	0
gataOnly-synth1017	1	0	0
gataOnly-synth1018	1	0	0
gataOnly-synth1019	1	0	0
gataOnly-synth1020	1	0	0
