name	task1	task2	task3
cls1_15188	1	0	0
cls1_15189	1	0	0
cls1_15190	1	0	0
cls1_15191	1	0	0
cls1_15192	1	0	0
cls1_15193	1	0	0
cls1_15194	1	0	0
cls1_15195	1	0	0
cls1_15196	1	0	0
cls1_15197	1	0	0
cls1_15198	1	0	0
cls1_15199	1	0	0
cls1_15200	1	0	0
cls1_15201	1	0	0
cls1_15202	1	0	0
cls1_15203	1	0	0
cls1_15204	1	0	0
cls1_15205	1	0	0
cls1_15206	1	0	0
cls1_15207	1	0	0
cls1_15208	1	0	0
cls1_15209	1	0	0
cls1_15210	1	0	0
cls1_15211	1	0	0
cls1_15212	1	0	0
cls1_15213	1	0	0
cls1_15214	1	0	0
cls1_15215	1	0	0
cls1_15216	1	0	0
cls1_15217	1	0	0
cls1_15218	1	0	0
cls1_15219	1	0	0
cls1_15220	1	0	0
cls1_15221	1	0	0
cls1_15222	1	0	0
cls1_15223	1	0	0
cls1_15224	1	0	0
cls1_15225	1	0	0
cls1_15226	1	0	0
cls1_15227	1	0	0
cls1_15228	1	0	0
cls1_15229	1	0	0
cls1_15230	1	0	0
cls1_15231	1	0	0
cls1_15232	1	0	0
cls1_15233	1	0	0
cls1_15234	1	0	0
cls1_15235	1	0	0
cls1_15236	1	0	0
cls1_15237	1	0	0
cls1_15238	1	0	0
cls1_15239	1	0	0
cls1_15240	1	0	0
cls1_15241	1	0	0
cls1_15242	1	0	0
cls1_15243	1	0	0
cls1_15244	1	0	0
cls1_15245	1	0	0
cls1_15246	1	0	0
cls1_15247	1	0	0
cls1_15248	1	0	0
cls1_15249	1	0	0
cls1_15250	1	0	0
cls1_15251	1	0	0
cls1_15252	1	0	0
cls1_15253	1	0	0
cls1_15254	1	0	0
cls1_15255	1	0	0
cls1_15256	1	0	0
cls1_15257	1	0	0
cls1_15258	1	0	0
cls1_15259	1	0	0
cls1_15260	1	0	0
cls1_15261	1	0	0
cls1_15262	1	0	0
cls1_15263	1	0	0
cls1_15264	1	0	0
cls1_15265	1	0	0
cls1_15266	1	0	0
cls1_15267	1	0	0
cls1_15268	1	0	0
cls1_15269	1	0	0
cls1_15270	1	0	0
cls1_15271	1	0	0
cls1_15272	1	0	0
cls1_15273	1	0	0
cls1_15274	1	0	0
cls1_15275	1	0	0
cls1_15276	1	0	0
cls1_15277	1	0	0
cls1_15278	1	0	0
cls1_15279	1	0	0
cls1_15280	1	0	0
cls1_15281	1	0	0
cls1_15282	1	0	0
cls1_15283	1	0	0
cls1_15284	1	0	0
cls1_15285	1	0	0
cls1_15286	1	0	0
cls1_15287	1	0	0
cls1_15288	1	0	0
cls1_15289	1	0	0
cls1_15290	1	0	0
cls1_15291	1	0	0
cls1_15292	1	0	0
cls1_15293	1	0	0
cls1_15294	1	0	0
cls1_15295	1	0	0
cls1_15296	1	0	0
cls1_15297	1	0	0
cls1_15298	1	0	0
cls1_15299	1	0	0
cls1_15300	1	0	0
cls1_15301	1	0	0
cls1_15302	1	0	0
cls1_15303	1	0	0
cls1_15304	1	0	0
cls1_15305	1	0	0
cls1_15306	1	0	0
cls1_15307	1	0	0
cls1_15308	1	0	0
cls1_15309	1	0	0
cls1_15310	1	0	0
cls1_15311	1	0	0
cls1_15312	1	0	0
cls1_15313	1	0	0
cls1_15314	1	0	0
cls1_15315	1	0	0
cls1_15316	1	0	0
cls1_15317	1	0	0
cls1_15318	1	0	0
cls1_15319	1	0	0
cls1_15320	1	0	0
cls1_15321	1	0	0
cls1_15322	1	0	0
cls1_15323	1	0	0
cls1_15324	1	0	0
cls1_15325	1	0	0
cls1_15326	1	0	0
cls1_15327	1	0	0
cls1_15328	1	0	0
cls1_15329	1	0	0
cls1_15330	1	0	0
cls1_15331	1	0	0
cls1_15332	1	0	0
cls1_15333	1	0	0
cls1_15334	1	0	0
cls1_15335	1	0	0
cls1_15336	1	0	0
cls1_15337	1	0	0
cls1_15338	1	0	0
cls1_15339	1	0	0
cls1_15340	1	0	0
cls1_15341	1	0	0
cls1_15342	1	0	0
cls1_15343	1	0	0
cls1_15344	1	0	0
cls1_15345	1	0	0
cls1_15346	1	0	0
cls1_15347	1	0	0
cls1_15348	1	0	0
cls1_15349	1	0	0
cls1_15350	1	0	0
cls1_15351	1	0	0
cls1_15352	1	0	0
cls1_15353	1	0	0
cls1_15354	1	0	0
cls1_15355	1	0	0
cls1_15356	1	0	0
cls1_15357	1	0	0
cls1_15358	1	0	0
cls1_15359	1	0	0
cls1_15360	1	0	0
cls1_15361	1	0	0
cls1_15362	1	0	0
cls1_15363	1	0	0
cls1_15364	1	0	0
cls1_15365	1	0	0
cls1_15366	1	0	0
cls1_15367	1	0	0
cls1_15368	1	0	0
cls1_15369	1	0	0
cls1_15370	1	0	0
cls1_15371	1	0	0
cls1_15372	1	0	0
cls1_15373	1	0	0
cls1_15374	1	0	0
cls1_15375	1	0	0
cls1_15376	1	0	0
cls1_15377	1	0	0
cls1_15378	1	0	0
cls1_15379	1	0	0
cls1_15380	1	0	0
cls1_15381	1	0	0
cls1_15382	1	0	0
cls1_15383	1	0	0
cls1_15384	1	0	0
cls1_15385	1	0	0
cls1_15386	1	0	0
cls1_15387	1	0	0
cls1_15388	1	0	0
cls1_15389	1	0	0
cls1_15390	1	0	0
cls1_15391	1	0	0
cls1_15392	1	0	0
cls1_15393	1	0	0
cls1_15394	1	0	0
cls1_15395	1	0	0
cls1_15396	1	0	0
cls1_15397	1	0	0
cls1_15398	1	0	0
cls1_15399	1	0	0
cls1_15400	1	0	0
cls1_15401	1	0	0
cls1_15402	1	0	0
cls1_15403	1	0	0
cls1_15404	1	0	0
cls1_15405	1	0	0
cls1_15406	1	0	0
cls1_15407	1	0	0
cls1_15408	1	0	0
cls1_15409	1	0	0
cls1_15410	1	0	0
cls1_15411	1	0	0
cls1_15412	1	0	0
cls1_15413	1	0	0
cls1_15414	1	0	0
cls1_15415	1	0	0
cls1_15416	1	0	0
cls1_15417	1	0	0
cls1_15418	1	0	0
cls1_15419	1	0	0
cls1_15420	1	0	0
cls1_15421	1	0	0
cls1_15422	1	0	0
cls1_15423	1	0	0
cls1_15424	1	0	0
cls1_15425	1	0	0
cls1_15426	1	0	0
cls1_15427	1	0	0
cls1_15428	1	0	0
cls1_15429	1	0	0
cls1_15430	1	0	0
cls1_15431	1	0	0
cls1_15432	1	0	0
cls1_15433	1	0	0
cls1_15434	1	0	0
cls1_15435	1	0	0
cls1_15436	1	0	0
cls1_15437	1	0	0
cls1_15438	1	0	0
cls1_15439	1	0	0
cls1_15440	1	0	0
cls1_15441	1	0	0
cls1_15442	1	0	0
cls1_15443	1	0	0
cls1_15444	1	0	0
cls1_15445	1	0	0
cls1_15446	1	0	0
cls1_15447	1	0	0
cls1_15448	1	0	0
cls1_15449	1	0	0
cls1_15450	1	0	0
cls1_15451	1	0	0
cls1_15452	1	0	0
cls1_15453	1	0	0
cls1_15454	1	0	0
cls1_15455	1	0	0
cls1_15456	1	0	0
cls1_15457	1	0	0
cls1_15458	1	0	0
cls1_15459	1	0	0
cls1_15460	1	0	0
cls1_15461	1	0	0
cls1_15462	1	0	0
cls1_15463	1	0	0
cls1_15464	1	0	0
cls1_15465	1	0	0
cls1_15466	1	0	0
cls1_15467	1	0	0
cls1_15468	1	0	0
cls1_15469	1	0	0
cls1_15470	1	0	0
cls1_15471	1	0	0
cls1_15472	1	0	0
cls1_15473	1	0	0
cls1_15474	1	0	0
cls1_15475	1	0	0
cls1_15476	1	0	0
cls1_15477	1	0	0
cls1_15478	1	0	0
cls1_15479	1	0	0
cls1_15480	1	0	0
cls1_15481	1	0	0
cls1_15482	1	0	0
cls1_15483	1	0	0
cls1_15484	1	0	0
cls1_15485	1	0	0
cls1_15486	1	0	0
cls1_15487	1	0	0
cls1_15488	1	0	0
cls1_15489	1	0	0
cls1_15490	1	0	0
cls1_15491	1	0	0
cls1_15492	1	0	0
cls1_15493	1	0	0
cls1_15494	1	0	0
cls1_15495	1	0	0
cls1_15496	1	0	0
cls1_15497	1	0	0
cls1_15498	1	0	0
cls1_15499	1	0	0
cls1_15500	1	0	0
cls1_15501	1	0	0
cls1_15502	1	0	0
cls1_15503	1	0	0
cls1_15504	1	0	0
cls1_15505	1	0	0
cls1_15506	1	0	0
cls1_15507	1	0	0
cls1_15508	1	0	0
cls1_15509	1	0	0
cls1_15510	1	0	0
cls1_15511	1	0	0
cls1_15512	1	0	0
cls1_15513	1	0	0
cls1_15514	1	0	0
cls1_15515	1	0	0
cls1_15516	1	0	0
cls1_15517	1	0	0
cls1_15518	1	0	0
cls1_15519	1	0	0
cls1_15520	1	0	0
cls1_15521	1	0	0
cls1_15522	1	0	0
cls1_15523	1	0	0
cls1_15524	1	0	0
cls1_15525	1	0	0
cls1_15526	1	0	0
cls1_15527	1	0	0
cls1_15528	1	0	0
cls1_15529	1	0	0
cls1_15530	1	0	0
cls1_15531	1	0	0
cls1_15532	1	0	0
cls1_15533	1	0	0
cls1_15534	1	0	0
cls1_15535	1	0	0
cls1_15536	1	0	0
cls1_15537	1	0	0
cls1_15538	1	0	0
cls1_15539	1	0	0
cls1_15540	1	0	0
cls1_15541	1	0	0
cls1_15542	1	0	0
cls1_15543	1	0	0
cls1_15544	1	0	0
cls1_15545	1	0	0
cls1_15546	1	0	0
cls1_15547	1	0	0
cls1_15548	1	0	0
cls1_15549	1	0	0
cls1_15550	1	0	0
cls1_15551	1	0	0
cls1_15552	1	0	0
cls1_15553	1	0	0
cls1_15554	1	0	0
cls1_15555	1	0	0
cls1_15556	1	0	0
cls1_15557	1	0	0
cls1_15558	1	0	0
cls1_15559	1	0	0
cls1_15560	1	0	0
cls1_15561	1	0	0
cls1_15562	1	0	0
cls1_15563	1	0	0
cls1_15564	1	0	0
cls1_15565	1	0	0
cls1_15566	1	0	0
cls1_15567	1	0	0
cls1_15568	1	0	0
cls1_15569	1	0	0
cls1_15570	1	0	0
cls1_15571	1	0	0
cls1_15572	1	0	0
cls1_15573	1	0	0
cls1_15574	1	0	0
cls1_15575	1	0	0
cls1_15576	1	0	0
cls1_15577	1	0	0
cls1_15578	1	0	0
cls1_15579	1	0	0
cls1_15580	1	0	0
cls1_15581	1	0	0
cls1_15582	1	0	0
cls1_15583	1	0	0
cls1_15584	1	0	0
cls1_15585	1	0	0
cls1_15586	1	0	0
cls1_15587	1	0	0
cls1_15588	1	0	0
cls1_15589	1	0	0
cls1_15590	1	0	0
cls1_15591	1	0	0
cls1_15592	1	0	0
cls1_15593	1	0	0
cls1_15594	1	0	0
cls1_15595	1	0	0
cls1_15596	1	0	0
cls1_15597	1	0	0
cls1_15598	1	0	0
cls1_15599	1	0	0
cls1_15600	1	0	0
cls1_15601	1	0	0
cls1_15602	1	0	0
cls1_15603	1	0	0
cls1_15604	1	0	0
cls1_15605	1	0	0
cls1_15606	1	0	0
cls1_15607	1	0	0
cls1_15608	1	0	0
cls1_15609	1	0	0
cls1_15610	1	0	0
cls1_15611	1	0	0
cls1_15612	1	0	0
cls1_15613	1	0	0
cls1_15614	1	0	0
cls1_15615	1	0	0
cls1_15616	1	0	0
cls1_15617	1	0	0
cls1_15618	1	0	0
cls1_15619	1	0	0
cls1_15620	1	0	0
cls1_15621	1	0	0
cls1_15622	1	0	0
cls1_15623	1	0	0
cls1_15624	1	0	0
cls1_15625	1	0	0
cls1_15626	1	0	0
cls1_15627	1	0	0
cls1_15628	1	0	0
cls1_15629	1	0	0
cls1_15630	1	0	0
cls1_15631	1	0	0
cls1_15632	1	0	0
cls1_15633	1	0	0
cls1_15634	1	0	0
cls1_15635	1	0	0
cls1_15636	1	0	0
cls1_15637	1	0	0
cls1_15638	1	0	0
cls1_15639	1	0	0
cls1_15640	1	0	0
cls1_15641	1	0	0
cls1_15642	1	0	0
cls1_15643	1	0	0
cls1_15644	1	0	0
cls1_15645	1	0	0
cls1_15646	1	0	0
cls1_15647	1	0	0
cls1_15648	1	0	0
cls1_15649	1	0	0
cls1_15650	1	0	0
cls1_15651	1	0	0
cls1_15652	1	0	0
cls1_15653	1	0	0
cls1_15654	1	0	0
cls1_15655	1	0	0
cls1_15656	1	0	0
cls1_15657	1	0	0
cls1_15658	1	0	0
cls1_15659	1	0	0
cls1_15660	1	0	0
cls1_15661	1	0	0
cls1_15662	1	0	0
cls1_15663	1	0	0
cls1_15664	1	0	0
cls1_15665	1	0	0
cls1_15666	1	0	0
cls1_15667	1	0	0
cls1_15668	1	0	0
cls1_15669	1	0	0
cls1_15670	1	0	0
cls1_15671	1	0	0
cls1_15672	1	0	0
cls1_15673	1	0	0
cls1_15674	1	0	0
cls1_15675	1	0	0
cls1_15676	1	0	0
cls1_15677	1	0	0
cls1_15678	1	0	0
cls1_15679	1	0	0
cls1_15680	1	0	0
cls1_15681	1	0	0
cls1_15682	1	0	0
cls1_15683	1	0	0
cls1_15684	1	0	0
cls1_15685	1	0	0
cls1_15686	1	0	0
cls1_15687	1	0	0
cls1_15688	1	0	0
cls1_15689	1	0	0
cls1_15690	1	0	0
cls1_15691	1	0	0
cls1_15692	1	0	0
cls1_15693	1	0	0
cls1_15694	1	0	0
cls1_15695	1	0	0
cls1_15696	1	0	0
cls1_15697	1	0	0
cls1_15698	1	0	0
cls1_15699	1	0	0
cls1_15700	1	0	0
cls1_15701	1	0	0
cls1_15702	1	0	0
cls1_15703	1	0	0
cls1_15704	1	0	0
cls1_15705	1	0	0
cls1_15706	1	0	0
cls1_15707	1	0	0
cls1_15708	1	0	0
cls1_15709	1	0	0
cls1_15710	1	0	0
cls1_15711	1	0	0
cls1_15712	1	0	0
cls1_15713	1	0	0
cls1_15714	1	0	0
cls1_15715	1	0	0
cls1_15716	1	0	0
cls1_15717	1	0	0
cls1_15718	1	0	0
cls1_15719	1	0	0
cls1_15720	1	0	0
cls1_15721	1	0	0
cls1_15722	1	0	0
cls1_15723	1	0	0
cls1_15724	1	0	0
cls1_15725	1	0	0
cls1_15726	1	0	0
cls1_15727	1	0	0
cls1_15728	1	0	0
cls1_15729	1	0	0
cls1_15730	1	0	0
cls1_15731	1	0	0
cls1_15732	1	0	0
cls1_15733	1	0	0
cls1_15734	1	0	0
cls1_15735	1	0	0
cls1_15736	1	0	0
cls1_15737	1	0	0
cls1_15738	1	0	0
cls1_15739	1	0	0
cls1_15740	1	0	0
cls1_15741	1	0	0
cls1_15742	1	0	0
cls1_15743	1	0	0
cls1_15744	1	0	0
cls1_15745	1	0	0
cls1_15746	1	0	0
cls1_15747	1	0	0
cls1_15748	1	0	0
cls1_15749	1	0	0
cls1_15750	1	0	0
cls1_15751	1	0	0
cls1_15752	1	0	0
cls1_15753	1	0	0
cls1_15754	1	0	0
cls1_15755	1	0	0
cls1_15756	1	0	0
cls1_15757	1	0	0
cls1_15758	1	0	0
cls1_15759	1	0	0
cls1_15760	1	0	0
cls1_15761	1	0	0
cls1_15762	1	0	0
cls1_15763	1	0	0
cls1_15764	1	0	0
cls1_15765	1	0	0
cls1_15766	1	0	0
cls1_15767	1	0	0
cls1_15768	1	0	0
cls1_15769	1	0	0
cls1_15770	1	0	0
cls1_15771	1	0	0
cls1_15772	1	0	0
cls1_15773	1	0	0
cls1_15774	1	0	0
cls1_15775	1	0	0
cls1_15776	1	0	0
cls1_15777	1	0	0
cls1_15778	1	0	0
cls1_15779	1	0	0
cls1_15780	1	0	0
cls1_15781	1	0	0
cls1_15782	1	0	0
cls1_15783	1	0	0
cls1_15784	1	0	0
cls1_15785	1	0	0
cls1_15786	1	0	0
cls1_15787	1	0	0
cls1_15788	1	0	0
cls1_15789	1	0	0
cls1_15790	1	0	0
cls1_15791	1	0	0
cls1_15792	1	0	0
cls1_15793	1	0	0
cls1_15794	1	0	0
cls1_15795	1	0	0
cls1_15796	1	0	0
cls1_15797	1	0	0
cls1_15798	1	0	0
cls1_15799	1	0	0
cls1_15800	1	0	0
cls1_15801	1	0	0
cls1_15802	1	0	0
cls1_15803	1	0	0
cls1_15804	1	0	0
cls1_15805	1	0	0
cls1_15806	1	0	0
cls1_15807	1	0	0
cls1_15808	1	0	0
cls1_15809	1	0	0
cls1_15810	1	0	0
cls1_15811	1	0	0
cls1_15812	1	0	0
cls1_15813	1	0	0
cls1_15814	1	0	0
cls1_15815	1	0	0
cls1_15816	1	0	0
cls1_15817	1	0	0
cls1_15818	1	0	0
cls1_15819	1	0	0
cls1_15820	1	0	0
cls1_15821	1	0	0
cls1_15822	1	0	0
cls1_15823	1	0	0
cls1_15824	1	0	0
cls1_15825	1	0	0
cls1_15826	1	0	0
cls1_15827	1	0	0
cls1_15828	1	0	0
cls1_15829	1	0	0
cls1_15830	1	0	0
cls1_15831	1	0	0
cls1_15832	1	0	0
cls1_15833	1	0	0
cls1_15834	1	0	0
cls1_15835	1	0	0
cls1_15836	1	0	0
cls1_15837	1	0	0
cls1_15838	1	0	0
cls1_15839	1	0	0
cls1_15840	1	0	0
cls1_15841	1	0	0
cls1_15842	1	0	0
cls1_15843	1	0	0
cls1_15844	1	0	0
cls1_15845	1	0	0
cls1_15846	1	0	0
cls1_15847	1	0	0
cls1_15848	1	0	0
cls1_15849	1	0	0
cls1_15850	1	0	0
cls1_15851	1	0	0
cls1_15852	1	0	0
cls1_15853	1	0	0
cls1_15854	1	0	0
cls1_15855	1	0	0
cls1_15856	1	0	0
cls1_15857	1	0	0
cls1_15858	1	0	0
cls1_15859	1	0	0
cls1_15860	1	0	0
cls1_15861	1	0	0
cls1_15862	1	0	0
cls1_15863	1	0	0
cls1_15864	1	0	0
cls1_15865	1	0	0
cls1_15866	1	0	0
cls1_15867	1	0	0
cls1_15868	1	0	0
cls1_15869	1	0	0
cls1_15870	1	0	0
cls1_15871	1	0	0
cls1_15872	1	0	0
cls1_15873	1	0	0
cls1_15874	1	0	0
cls1_15875	1	0	0
cls1_15876	1	0	0
cls1_15877	1	0	0
cls1_15878	1	0	0
cls1_15879	1	0	0
cls1_15880	1	0	0
cls1_15881	1	0	0
cls1_15882	1	0	0
cls1_15883	1	0	0
cls1_15884	1	0	0
cls1_15885	1	0	0
cls1_15886	1	0	0
cls1_15887	1	0	0
cls1_15888	1	0	0
cls1_15889	1	0	0
cls1_15890	1	0	0
cls1_15891	1	0	0
cls1_15892	1	0	0
cls1_15893	1	0	0
cls1_15894	1	0	0
cls1_15895	1	0	0
cls1_15896	1	0	0
cls1_15897	1	0	0
cls1_15898	1	0	0
cls1_15899	1	0	0
cls1_15900	1	0	0
cls1_15901	1	0	0
cls1_15902	1	0	0
cls1_15903	1	0	0
cls1_15904	1	0	0
cls1_15905	1	0	0
cls1_15906	1	0	0
cls1_15907	1	0	0
cls1_15908	1	0	0
cls1_15909	1	0	0
cls1_15910	1	0	0
cls1_15911	1	0	0
cls1_15912	1	0	0
cls1_15913	1	0	0
cls1_15914	1	0	0
cls1_15915	1	0	0
cls1_15916	1	0	0
cls1_15917	1	0	0
cls1_15918	1	0	0
cls1_15919	1	0	0
cls1_15920	1	0	0
cls1_15921	1	0	0
cls1_15922	1	0	0
cls1_15923	1	0	0
cls1_15924	1	0	0
cls1_15925	1	0	0
cls1_15926	1	0	0
cls1_15927	1	0	0
cls1_15928	1	0	0
cls1_15929	1	0	0
cls1_15930	1	0	0
cls1_15931	1	0	0
cls1_15932	1	0	0
cls1_15933	1	0	0
cls1_15934	1	0	0
cls1_15935	1	0	0
cls1_15936	1	0	0
cls1_15937	1	0	0
cls1_15938	1	0	0
cls1_15939	1	0	0
cls1_15940	1	0	0
cls1_15941	1	0	0
cls1_15942	1	0	0
cls1_15943	1	0	0
cls1_15944	1	0	0
cls1_15945	1	0	0
cls1_15946	1	0	0
cls1_15947	1	0	0
cls1_15948	1	0	0
cls1_15949	1	0	0
cls1_15950	1	0	0
cls1_15951	1	0	0
cls1_15952	1	0	0
cls1_15953	1	0	0
cls1_15954	1	0	0
cls1_15955	1	0	0
cls1_15956	1	0	0
cls1_15957	1	0	0
cls1_15958	1	0	0
cls1_15959	1	0	0
cls1_15960	1	0	0
cls1_15961	1	0	0
cls1_15962	1	0	0
cls1_15963	1	0	0
cls1_15964	1	0	0
cls1_15965	1	0	0
cls1_15966	1	0	0
cls1_15967	1	0	0
cls1_15968	1	0	0
cls1_15969	1	0	0
cls1_15970	1	0	0
cls1_15971	1	0	0
cls1_15972	1	0	0
cls1_15973	1	0	0
cls1_15974	1	0	0
cls1_15975	1	0	0
cls1_15976	1	0	0
cls1_15977	1	0	0
cls1_15978	1	0	0
cls1_15979	1	0	0
cls1_15980	1	0	0
cls1_15981	1	0	0
cls1_15982	1	0	0
cls1_15983	1	0	0
cls1_15984	1	0	0
cls1_15985	1	0	0
cls1_15986	1	0	0
cls1_15987	1	0	0
cls1_15988	1	0	0
cls1_15989	1	0	0
cls1_15990	1	0	0
cls1_15991	1	0	0
cls1_15992	1	0	0
cls1_15993	1	0	0
cls1_15994	1	0	0
cls1_15995	1	0	0
cls1_15996	1	0	0
cls1_15997	1	0	0
cls1_15998	1	0	0
cls1_15999	1	0	0
cls1_16000	1	0	0
cls1_16001	1	0	0
cls1_16002	1	0	0
cls1_16003	1	0	0
cls1_16004	1	0	0
cls1_16005	1	0	0
cls1_16006	1	0	0
cls1_16007	1	0	0
cls1_16008	1	0	0
cls1_16009	1	0	0
cls1_16010	1	0	0
cls1_16011	1	0	0
cls1_16012	1	0	0
cls1_16013	1	0	0
cls1_16014	1	0	0
cls1_16015	1	0	0
cls1_16016	1	0	0
cls1_16017	1	0	0
cls1_16018	1	0	0
cls1_16019	1	0	0
cls1_16020	1	0	0
cls1_16021	1	0	0
cls1_16022	1	0	0
cls1_16023	1	0	0
cls1_16024	1	0	0
cls1_16025	1	0	0
cls1_16026	1	0	0
cls1_16027	1	0	0
cls1_16028	1	0	0
cls1_16029	1	0	0
cls1_16030	1	0	0
cls1_16031	1	0	0
cls1_16032	1	0	0
cls1_16033	1	0	0
cls1_16034	1	0	0
cls1_16035	1	0	0
cls1_16036	1	0	0
cls1_16037	1	0	0
cls1_16038	1	0	0
cls1_16039	1	0	0
cls1_16040	1	0	0
cls1_16041	1	0	0
cls1_16042	1	0	0
cls1_16043	1	0	0
cls1_16044	1	0	0
cls1_16045	1	0	0
cls1_16046	1	0	0
cls1_16047	1	0	0
cls1_16048	1	0	0
cls1_16049	1	0	0
cls1_16050	1	0	0
cls1_16051	1	0	0
cls1_16052	1	0	0
cls1_16053	1	0	0
cls1_16054	1	0	0
cls1_16055	1	0	0
cls1_16056	1	0	0
cls1_16057	1	0	0
cls1_16058	1	0	0
cls1_16059	1	0	0
cls1_16060	1	0	0
cls1_16061	1	0	0
cls1_16062	1	0	0
cls1_16063	1	0	0
cls1_16064	1	0	0
cls1_16065	1	0	0
cls1_16066	1	0	0
cls1_16067	1	0	0
cls1_16068	1	0	0
cls1_16069	1	0	0
cls1_16070	1	0	0
cls1_16071	1	0	0
cls1_16072	1	0	0
cls1_16073	1	0	0
cls1_16074	1	0	0
cls1_16075	1	0	0
cls1_16076	1	0	0
cls1_16077	1	0	0
cls1_16078	1	0	0
cls1_16079	1	0	0
cls1_16080	1	0	0
cls1_16081	1	0	0
cls1_16082	1	0	0
cls1_16083	1	0	0
cls1_16084	1	0	0
cls1_16085	1	0	0
cls1_16086	1	0	0
cls1_16087	1	0	0
cls1_16088	1	0	0
cls1_16089	1	0	0
cls1_16090	1	0	0
cls1_16091	1	0	0
cls1_16092	1	0	0
cls1_16093	1	0	0
cls1_16094	1	0	0
cls1_16095	1	0	0
cls1_16096	1	0	0
cls1_16097	1	0	0
cls1_16098	1	0	0
cls1_16099	1	0	0
cls1_16100	1	0	0
cls1_16101	1	0	0
cls1_16102	1	0	0
cls1_16103	1	0	0
cls1_16104	1	0	0
cls1_16105	1	0	0
cls1_16106	1	0	0
cls1_16107	1	0	0
cls1_16108	1	0	0
cls1_16109	1	0	0
cls1_16110	1	0	0
cls1_16111	1	0	0
cls1_16112	1	0	0
cls1_16113	1	0	0
cls1_16114	1	0	0
cls1_16115	1	0	0
cls1_16116	1	0	0
cls1_16117	1	0	0
cls1_16118	1	0	0
cls1_16119	1	0	0
cls1_16120	1	0	0
cls1_16121	1	0	0
cls1_16122	1	0	0
cls1_16123	1	0	0
cls1_16124	1	0	0
cls1_16125	1	0	0
cls1_16126	1	0	0
cls1_16127	1	0	0
cls1_16128	1	0	0
cls1_16129	1	0	0
cls1_16130	1	0	0
cls1_16131	1	0	0
cls1_16132	1	0	0
cls1_16133	1	0	0
cls1_16134	1	0	0
cls1_16135	1	0	0
cls1_16136	1	0	0
cls1_16137	1	0	0
cls1_16138	1	0	0
cls1_16139	1	0	0
cls1_16140	1	0	0
cls1_16141	1	0	0
cls1_16142	1	0	0
cls1_16143	1	0	0
cls1_16144	1	0	0
cls1_16145	1	0	0
cls1_16146	1	0	0
cls1_16147	1	0	0
cls1_16148	1	0	0
cls1_16149	1	0	0
cls1_16150	1	0	0
cls1_16151	1	0	0
cls1_16152	1	0	0
cls1_16153	1	0	0
cls1_16154	1	0	0
cls1_16155	1	0	0
cls1_16156	1	0	0
cls1_16157	1	0	0
cls1_16158	1	0	0
cls1_16159	1	0	0
cls1_16160	1	0	0
cls1_16161	1	0	0
cls1_16162	1	0	0
cls1_16163	1	0	0
cls1_16164	1	0	0
cls1_16165	1	0	0
cls1_16166	1	0	0
cls1_16167	1	0	0
cls1_16168	1	0	0
cls1_16169	1	0	0
cls1_16170	1	0	0
cls1_16171	1	0	0
cls1_16172	1	0	0
cls1_16173	1	0	0
cls1_16174	1	0	0
cls1_16175	1	0	0
cls1_16176	1	0	0
cls1_16177	1	0	0
cls1_16178	1	0	0
cls1_16179	1	0	0
cls1_16180	1	0	0
cls1_16181	1	0	0
cls1_16182	1	0	0
cls1_16183	1	0	0
cls1_16184	1	0	0
cls1_16185	1	0	0
cls1_16186	1	0	0
cls1_16187	1	0	0
cls1_16188	1	0	0
cls1_16189	1	0	0
cls1_16190	1	0	0
cls1_16191	1	0	0
cls1_16192	1	0	0
cls1_16193	1	0	0
cls1_16194	1	0	0
cls1_16195	1	0	0
cls1_16196	1	0	0
cls1_16197	1	0	0
cls1_16198	1	0	0
cls1_16199	1	0	0
cls1_16200	1	0	0
cls1_16201	1	0	0
cls1_16202	1	0	0
cls1_16203	1	0	0
cls1_16204	1	0	0
cls1_16205	1	0	0
cls1_16206	1	0	0
cls1_16207	1	0	0
cls1_16208	1	0	0
cls1_16209	1	0	0
cls1_16210	1	0	0
cls1_16211	1	0	0
cls1_16212	1	0	0
cls1_16213	1	0	0
cls1_16214	1	0	0
cls1_16215	1	0	0
cls1_16216	1	0	0
cls1_16217	1	0	0
cls1_16218	1	0	0
cls1_16219	1	0	0
cls1_16220	1	0	0
cls1_16221	1	0	0
cls1_16222	1	0	0
cls1_16223	1	0	0
cls1_16224	1	0	0
cls1_16225	1	0	0
cls1_16226	1	0	0
cls1_16227	1	0	0
cls1_16228	1	0	0
cls1_16229	1	0	0
cls1_16230	1	0	0
cls1_16231	1	0	0
cls1_16232	1	0	0
cls1_16233	1	0	0
cls1_16234	1	0	0
cls1_16235	1	0	0
cls1_16236	1	0	0
cls1_16237	1	0	0
cls1_16238	1	0	0
cls1_16239	1	0	0
cls1_16240	1	0	0
cls1_16241	1	0	0
cls1_16242	1	0	0
cls1_16243	1	0	0
cls1_16244	1	0	0
cls1_16245	1	0	0
cls1_16246	1	0	0
cls1_16247	1	0	0
cls1_16248	1	0	0
cls1_16249	1	0	0
cls1_16250	1	0	0
cls1_16251	1	0	0
cls1_16252	1	0	0
cls1_16253	1	0	0
cls1_16254	1	0	0
cls1_16255	1	0	0
cls1_16256	1	0	0
cls1_16257	1	0	0
cls1_16258	1	0	0
cls1_16259	1	0	0
cls1_16260	1	0	0
cls1_16261	1	0	0
cls1_16262	1	0	0
cls1_16263	1	0	0
